Sample	Cohort	Site	Region	Lat	Long	Date	Depth_m	Diam_m	SB_98	SB_10
OT9	Juvenile	Outer_Taoch	OR	7.27193	134.38115	28-Sep-18	5	0.065	NA	NA
Palau001	Adult	Outer_Taoch	OR	7.3321	134.5602	11-Apr-11	4.3	NA	NA	NA
Palau002	Adult	Outer_Taoch	OR	7.3321	134.5602	11-Apr-11	5.2	NA	NA	NA
Palau003	Adult	Outer_Taoch	OR	7.3321	134.5602	24-Sep-11	2.7	NA	NA	NA
Palau004	Adult	Outer_Taoch	OR	7.3321	134.5602	24-Sep-11	3.4	NA	NA	NA
Palau005	Adult	Outer_Taoch	OR	7.3321	134.5602	24-Sep-11	3.4	NA	NA	NA
Palau027	Adult	Outer_Taoch	OR	7.2499	134.45073	13-Apr-11	7.6	NA	NA	NA
Palau029	Adult	Outer_Taoch	OR	7.2499	134.45073	13-Apr-11	7.6	NA	NA	NA
Palau030	Adult	Outer_Taoch	OR	7.2499	134.45073	13-Apr-11	7.3	NA	NA	NA
Palau295	Adult	Outer_Taoch	OR	7.27193	134.38115	21-Aug-14	2.7	1.42	NA	NA
Palau296	Adult	Outer_Taoch	OR	7.27193	134.38115	21-Aug-14	2.1	0.85	NA	NA
Palau297	Adult	Outer_Taoch	OR	7.27193	134.38115	21-Aug-14	2.7	0.42	NA	NA
Palau298	Adult	Outer_Taoch	OR	7.27193	134.38115	21-Aug-14	4.3	0.54	NA	NA
Palau299	Adult	Outer_Taoch	OR	7.27193	134.38115	21-Aug-14	4.9	0.87	NA	NA
Palau300	Adult	Outer_Taoch	OR	7.27193	134.38115	21-Aug-14	4.9	0.6	NA	NA
Palau301	Adult	Outer_Taoch	OR	7.27193	134.38115	21-Aug-14	3	0.33	NA	NA
Palau302	Adult	Outer_Taoch	OR	7.27193	134.38115	21-Aug-14	4.3	0.95	NA	NA
Palau303	Adult	Outer_Taoch	OR	7.27193	134.38115	21-Aug-14	6.1	0.94	NA	NA
Palau304	Adult	Outer_Taoch	OR	7.27193	134.38115	21-Aug-14	3.4	0.68	NA	NA
Palau031	Adult	Risong	RI	7.30971	134.47661	21-Sep-11	1.2	NA	NA	NA
Palau032	Adult	Risong	RI	7.30971	134.47661	21-Sep-11	3.4	NA	0	0
Palau033	Adult	Risong	RI	7.30971	134.47661	21-Sep-11	1.8	NA	NA	0
Palau034	Adult	Risong	RI	7.30971	134.47661	21-Sep-11	2.4	NA	0	0
Palau035	Adult	Risong	RI	7.30971	134.47661	21-Sep-11	3.7	NA	0	0
Palau036	Adult	Risong	RI	7.30971	134.47661	21-Sep-11	2.4	NA	NA	0
Palau037	Adult	Risong	RI	7.30971	134.47661	21-Sep-11	2.4	NA	0	0
Palau038	Adult	Risong	RI	7.30971	134.47661	21-Sep-11	3.7	NA	0	0
Palau039	Adult	Risong	RI	7.30971	134.47661	21-Sep-11	1.5	NA	0	0
Palau040	Adult	Risong	RI	7.30971	134.47661	21-Sep-11	3	NA	0	0
Palau041	Adult	Risong	RI	7.30971	134.47661	21-Sep-11	3	NA	1	1
Palau042	Adult	Risong	RI	7.30971	134.47661	3-Nov-13	1.2	NA	NA	NA
Palau043	Adult	Risong	RI	7.30971	134.47661	3-Nov-13	1.2	NA	NA	NA
Palau044	Adult	Risong	RI	7.30971	134.47661	3-Nov-13	1.2	NA	NA	NA
Palau045	Adult	Risong	RI	7.30971	134.47661	3-Nov-13	1.2	NA	NA	NA
Palau046	Adult	Risong	RI	7.30971	134.47661	3-Nov-13	1.2	NA	NA	NA
Palau047	Adult	Risong	RI	7.30971	134.47661	3-Nov-13	1.2	NA	NA	NA
Palau048	Adult	Risong	RI	7.30971	134.47661	3-Nov-13	1.2	NA	NA	NA
Palau049	Adult	Risong	RI	7.30971	134.47661	3-Nov-13	1.2	NA	NA	NA
Palau050	Adult	Risong	RI	7.30971	134.47661	3-Nov-13	1.2	NA	NA	NA
Palau051	Adult	Risong	RI	7.30971	134.47661	3-Nov-13	1.2	NA	NA	NA
Palau052	Adult	Risong	RI	7.25879	134.52963	11-Apr-11	10.7	NA	NA	NA
R1	Juvenile	Risong	RI	7.30971	134.47661	27-Sep-18	1	0.16	NA	NA
R10	Juvenile	Risong	RI	7.30971	134.47661	27-Sep-18	1	0.205	NA	NA
R11	Juvenile	Risong	RI	7.30971	134.47661	27-Sep-18	1	0.13	NA	NA
R12	Juvenile	Risong	RI	7.30971	134.47661	27-Sep-18	1	0.2	NA	NA
R13	Juvenile	Risong	RI	7.30971	134.47661	27-Sep-18	1	0.08	NA	NA
R14	Juvenile	Risong	RI	7.30971	134.47661	27-Sep-18	1	0.17	NA	NA
R15	Juvenile	Risong	RI	7.30971	134.47661	27-Sep-18	1	0.18	NA	NA
R16	Juvenile	Risong	RI	7.30971	134.47661	27-Sep-18	1	0.24	NA	NA
R17	Juvenile	Risong	RI	7.30971	134.47661	27-Sep-18	1	0.28	NA	NA
R18	Juvenile	Risong	RI	7.30971	134.47661	27-Sep-18	1	0.24	NA	NA
R19	Juvenile	Risong	RI	7.30971	134.47661	27-Sep-18	1	0.205	NA	NA
R2	Juvenile	Risong	RI	7.30971	134.47661	27-Sep-18	1	0.19	NA	NA
R20	Juvenile	Risong	RI	7.30971	134.47661	27-Sep-18	1	0.205	NA	NA
R21	Juvenile	Risong	RI	7.30971	134.47661	5-Oct-18	1.5	0.115	NA	NA
R22	Juvenile	Risong	RI	7.30971	134.47661	5-Oct-18	1.5	0.055	NA	NA
R23	Juvenile	Risong	RI	7.30971	134.47661	5-Oct-18	1.5	0.035	NA	NA
R24	Juvenile	Risong	RI	7.30971	134.47661	5-Oct-18	1.5	0.1	NA	NA
R25	Juvenile	Risong	RI	7.30971	134.47661	5-Oct-18	1.5	0.095	NA	NA
R26	Juvenile	Risong	RI	7.30971	134.47661	5-Oct-18	1.5	0.13	NA	NA
R27	Juvenile	Risong	RI	7.30971	134.47661	5-Oct-18	1.5	0.075	NA	NA
R28	Juvenile	Risong	RI	7.30971	134.47661	5-Oct-18	1.5	0.105	NA	NA
R29	Juvenile	Risong	RI	7.30971	134.47661	5-Oct-18	1.5	0.07	NA	NA
R3	Juvenile	Risong	RI	7.30971	134.47661	27-Sep-18	1	0.085	NA	NA
R30	Juvenile	Risong	RI	7.30971	134.47661	5-Oct-18	1.5	0.04	NA	NA
R4	Juvenile	Risong	RI	7.30971	134.47661	27-Sep-18	1	0.14	NA	NA
R5	Juvenile	Risong	RI	7.30971	134.47661	27-Sep-18	1	0.22	NA	NA
R6	Juvenile	Risong	RI	7.30971	134.47661	27-Sep-18	1	0.155	NA	NA
R7	Juvenile	Risong	RI	7.30971	134.47661	27-Sep-18	1	0.135	NA	NA
R8	Juvenile	Risong	RI	7.30971	134.47661	27-Sep-18	1	0.175	NA	NA
R9	Juvenile	Risong	RI	7.30971	134.47661	27-Sep-18	1	0.12	NA	NA
Palau275	Adult	Taoch	RI	7.26723	134.38722	21-Aug-14	2.4	0.92	NA	NA
Palau276	Adult	Taoch	RI	7.26723	134.38722	21-Aug-14	2.4	0.65	NA	NA
Palau277	Adult	Taoch	RI	7.26723	134.38722	21-Aug-14	2.4	0.88	NA	NA
Palau278	Adult	Taoch	RI	7.26723	134.38722	21-Aug-14	2.4	0.5	NA	NA
Palau279	Adult	Taoch	RI	7.26723	134.38722	21-Aug-14	1.8	0.46	NA	NA
Palau280	Adult	Taoch	RI	7.26723	134.38722	21-Aug-14	1.8	1.43	NA	NA
Palau281	Adult	Taoch	RI	7.26723	134.38722	21-Aug-14	2.1	0.35	NA	NA
Palau282	Adult	Taoch	RI	7.26723	134.38722	21-Aug-14	1.8	0.84	NA	NA
Palau283	Adult	Taoch	RI	7.26723	134.38722	21-Aug-14	3.4	0.69	NA	NA
Palau284	Adult	Taoch	RI	7.26723	134.38722	21-Aug-14	3.4	0.57	NA	NA
Palau285	Adult	Taoch	RI	7.26723	134.38722	21-Aug-14	3.4	0.24	NA	NA
Palau286	Adult	Taoch	RI	7.26723	134.38722	21-Aug-14	3.7	0.75	NA	NA
Palau287	Adult	Taoch	RI	7.26723	134.38722	21-Aug-14	3.7	0.7	NA	NA
Palau288	Adult	Taoch	RI	7.26723	134.38722	21-Aug-14	3.7	1.08	NA	NA
Palau289	Adult	Taoch	RI	7.26723	134.38722	21-Aug-14	3.7	0.64	NA	NA
Palau290	Adult	Taoch	RI	7.26723	134.38722	21-Aug-14	2.7	0.89	NA	NA
Palau291	Adult	Taoch	RI	7.26723	134.38722	21-Aug-14	2.4	0.56	NA	NA
Palau292	Adult	Taoch	RI	7.26723	134.38722	21-Aug-14	2.7	0.82	NA	NA
Palau293	Adult	Taoch	RI	7.26723	134.38722	21-Aug-14	2.1	0.35	NA	NA
Palau294	Adult	Taoch	RI	7.26723	134.38722	21-Aug-14	1.8	0.34	NA	NA
Palau305	Adult	Taoch	RI	7.26723	134.38722	21-Aug-14	2.4	NA	1	1
Palau306	Adult	Taoch	RI	7.26723	134.38722	21-Aug-14	2.4	NA	0	0
Palau307	Adult	Taoch	RI	7.26723	134.38722	21-Aug-14	2.4	0.62	0	0
Palau308	Adult	Taoch	RI	7.26723	134.38722	21-Aug-14	2.4	1.36	NA	NA
Palau309	Adult	Taoch	RI	7.26723	134.38722	21-Aug-14	2.4	0.34	0	0
Palau310	Adult	Taoch	RI	7.26723	134.38722	21-Aug-14	2.4	NA	NA	NA
Palau311	Adult	Taoch	RI	7.26723	134.38722	21-Aug-14	2.4	0.34	0	0
Palau312	Adult	Taoch	RI	7.26723	134.38722	21-Aug-14	2.4	NA	NA	NA
Palau313	Adult	Taoch	RI	7.26723	134.38722	21-Aug-14	2.4	NA	NA	NA
Palau314	Adult	Taoch	RI	7.26723	134.38722	21-Aug-14	2.4	NA	0	0
T1	Juvenile	Taoch	RI	7.26723	134.38722	28-Sep-18	2.5	0.205	NA	NA
T11	Juvenile	Taoch	RI	7.26723	134.38722	7-Oct-18	10	NA	NA	NA
T12	Juvenile	Taoch	RI	7.26723	134.38722	7-Oct-18	8	NA	NA	NA
T13	Juvenile	Taoch	RI	7.26723	134.38722	7-Oct-18	10	NA	NA	NA
T14	Juvenile	Taoch	RI	7.26723	134.38722	7-Oct-18	10	NA	NA	NA
T15	Juvenile	Taoch	RI	7.26723	134.38722	7-Oct-18	10	NA	NA	NA
T16	Juvenile	Taoch	RI	7.26723	134.38722	7-Oct-18	NA	NA	NA	NA
T17	Juvenile	Taoch	RI	7.26723	134.38722	7-Oct-18	NA	NA	NA	NA
T18	Juvenile	Taoch	RI	7.26723	134.38722	7-Oct-18	NA	NA	NA	NA
T19	Juvenile	Taoch	RI	7.26723	134.38722	7-Oct-18	NA	NA	NA	NA
T2	Juvenile	Taoch	RI	7.26723	134.38722	28-Sep-18	2.5	0.095	NA	NA
T20	Juvenile	Taoch	RI	7.26723	134.38722	28-Sep-18	2.5	NA	NA	NA
T3	Juvenile	Taoch	RI	7.26723	134.38722	28-Sep-18	2.5	0.1	NA	NA
T4	Juvenile	Taoch	RI	7.26723	134.38722	28-Sep-18	2.5	0.155	NA	NA
T5	Juvenile	Taoch	RI	7.26723	134.38722	28-Sep-18	2.5	0.13	NA	NA
T6	Juvenile	Taoch	RI	7.26723	134.38722	28-Sep-18	2.5	0.07	NA	NA
T7	Juvenile	Taoch	RI	7.26723	134.38722	28-Sep-18	2.5	0.145	NA	NA
T8	Juvenile	Taoch	RI	7.26723	134.38722	28-Sep-18	2.5	0.2	NA	NA
T9	Juvenile	Taoch	RI	7.26723	134.38722	28-Sep-18	2.5	0.23	NA	NA
