1	28.47
2	28.47
3	28.47
4	28.47
5	28.47
6	28.47
7	28.47
8	28.47
9	28.47
10	28.52
11	28.49
12	28.49
13	28.34
14	28.34
15	28.32
16	28.34
17	28.39
18	28.39
19	28.42
20	28.39
21	28.32
22	28.29
23	28.29
24	28.29
25	28.29
26	28.32
27	28.32
28	28.32
29	28.32
30	28.29
31	28.29
32	28.32
33	28.32
34	28.34
35	28.39
36	28.37
37	28.34
38	28.32
39	28.42
40	28.29
41	28.24
42	28.07
43	27.38
44	27.58
45	27.68
46	27.87
47	28.1
48	27.97
1	27.8
2	27.85
3	28
4	27.9
5	27.9
6	27.92
7	27.95
8	27.95
9	27.87
10	27.63
11	27.72
12	27.77
13	27.92
14	27.92
15	27.9
16	27.82
17	27.75
18	27.85
19	27.87
20	27.58
21	27.68
22	27.7
23	27.55
24	27.43
25	27.7
26	27.92
27	28.02
28	28.05
29	28.05
30	27.68
31	27.87
32	28
33	28.02
34	27.95
35	28.05
36	28.37
37	28.34
38	28.32
39	28.22
40	28.19
41	28.17
42	28.15
43	28.15
44	28.1
45	28.02
46	27.95
47	27.92
48	27.82
1	27.8
2	27.82
3	27.82
4	27.87
5	27.9
6	27.92
7	27.95
8	27.97
9	28
10	28
11	28
12	28
13	28
14	28.02
15	28.02
16	28.02
17	28.02
18	28.02
19	28.02
20	28.05
21	28.02
22	28.05
23	28.05
24	28.05
25	28.05
26	28.07
27	28.07
28	28.12
29	28.17
30	28.15
31	28.12
32	28.07
33	28.02
34	27.97
35	28.02
36	28.12
37	28.27
38	28.22
39	28.1
40	27.92
41	28.05
42	28.07
43	28.05
44	28.15
45	28.17
46	28.22
47	28.22
48	28.22
1	28.22
2	28.22
3	28.22
4	28.19
5	28.22
6	28.17
7	28.12
8	28.12
9	28.12
10	28.17
11	28.22
12	28.19
13	28.17
14	28.15
15	28.1
16	28.12
17	28.12
18	28.12
19	28.07
20	27.92
21	27.82
22	27.26
23	27.6
24	27.65
25	27.72
26	27.48
27	27.45
28	27.48
29	27.4
30	27.13
31	27.28
32	27.38
33	27.58
34	27.85
35	27.77
36	27.53
37	27.53
38	27.58
39	28.22
40	28.19
41	28.15
42	28.15
43	28.15
44	28.24
45	28.32
46	28.22
47	27.82
48	27.87
1	27.72
2	27.8
3	27.63
4	27.7
5	28.17
6	27.9
7	27.9
8	28.07
9	28.05
10	28.02
11	27.95
12	27.92
13	27.92
14	28.07
15	28.17
16	28.19
17	28.19
18	28.22
19	28.27
20	28.27
21	28.24
22	28.27
23	28.27
24	28.27
25	28.27
26	28.24
27	28.24
28	28.22
29	28.32
30	28.22
31	28.24
32	28.39
33	28.15
34	28.07
35	28.12
36	28.17
37	28.19
38	28.22
39	28.19
40	28.27
41	28.37
42	28.27
43	28.24
44	28.17
45	27.95
46	27.95
47	28.05
48	28.05
1	27.97
2	27.9
3	27.85
4	27.87
5	27.9
6	27.95
7	27.97
8	28
9	28.02
10	28.02
11	28.05
12	28.07
13	28.07
14	28.07
15	28.12
16	28.19
17	28.22
18	28.15
19	28.15
20	28.24
21	28.24
22	28.27
23	28.24
24	28.19
25	28.24
26	28.24
27	28.27
28	28.27
29	28.27
30	28.27
31	28.27
32	28.29
33	28.32
34	28.32
35	28.32
36	28.27
37	28.29
38	28.27
39	28.17
40	28.17
41	28.19
42	28.22
43	28.22
44	28.24
45	28.39
46	28.39
47	28.37
48	28.34
1	28.37
2	28.34
