1	29.65
2	29.65
3	29.63
4	29.63
5	29.63
6	29.63
7	29.63
8	29.63
9	29.58
10	29.6
11	29.55
12	29.55
13	29.58
14	29.55
15	29.5
16	29.5
17	29.53
18	29.55
19	29.55
20	29.58
21	29.63
22	29.58
23	29.6
24	29.53
25	29.53
26	29.55
27	29.65
28	29.7
29	29.65
30	29.63
31	29.68
32	29.68
33	29.68
34	29.7
35	29.7
36	29.73
37	29.73
38	29.75
39	29.68
40	29.73
41	29.75
42	29.78
43	29.78
44	29.78
45	29.73
46	29.75
47	29.73
48	29.75
1	29.75
2	29.63
3	29.6
4	29.58
5	29.6
6	29.55
7	29.55
8	29.55
9	29.55
10	29.58
11	29.55
12	29.53
13	29.58
14	29.55
15	29.55
16	29.53
17	29.53
18	29.5
19	29.5
20	29.53
21	29.55
22	29.58
23	29.63
24	29.6
25	29.63
26	29.65
27	29.65
28	29.63
29	29.73
30	29.73
31	29.73
32	29.75
33	29.75
34	29.78
35	29.8
36	29.78
37	29.73
38	29.68
39	29.7
40	29.68
41	29.7
42	29.65
43	29.65
44	29.63
45	29.63
46	29.63
47	29.63
48	29.63
1	29.63
2	29.6
3	29.58
4	29.58
5	29.58
6	29.58
7	29.58
8	29.55
9	29.55
10	29.55
11	29.58
12	29.58
13	29.58
14	29.43
15	29.35
16	29.48
17	29.48
18	29.45
19	29.5
20	29.53
21	29.55
22	29.55
23	29.55
24	29.58
25	29.6
26	29.58
27	29.5
28	29.53
29	29.45
30	29.5
31	29.63
32	29.7
33	29.58
34	29.6
35	29.6
36	29.6
37	29.63
38	29.6
39	29.63
40	29.6
41	29.65
42	29.6
43	29.58
44	29.58
45	29.48
46	29.53
47	29.5
48	29.48
1	29.48
2	29.5
3	29.53
4	29.55
5	29.55
6	29.55
7	29.55
8	29.55
9	29.53
10	29.45
11	29.48
12	29.5
13	29.53
14	29.53
15	29.53
16	29.48
17	29.4
18	29.35
19	29.38
20	29.38
21	29.38
22	29.4
23	29.48
24	29.48
25	29.5
26	29.53
27	29.53
28	29.45
29	29.43
30	29.23
31	29.23
32	29.28
33	29.38
34	29.43
35	29.45
36	29.5
37	29.5
38	29.5
39	29.5
40	29.48
41	29.43
42	29.4
43	29.4
44	29.4
45	29.35
46	29.35
47	29.33
48	29.33
1	29.33
2	29.35
3	29.35
4	29.35
5	29.35
6	29.23
7	29.23
8	29.25
9	29.28
10	29.3
11	29.28
12	29.28
13	29.28
14	29.28
15	29.25
16	29.23
17	29.18
18	29.1
19	29.15
20	29.15
21	29.1
22	29.1
23	29.08
24	29.13
25	29.18
26	29.18
27	29.2
28	29.2
29	29.2
30	29.13
31	29.18
32	29.15
33	29.2
34	29.23
35	29.28
36	29.28
37	29.3
38	29.3
39	29.28
40	29.25
41	29.25
42	29.25
43	29.15
44	29.05
45	29
46	28.98
47	28.93
48	28.9
1	28.9
2	28.93
3	28.93
4	29
5	29.05
6	29.05
7	29.08
8	29.08
9	29.08
10	29.13
11	29.2
12	29.23
13	29.25
14	29.25
15	29.23
16	29.2
17	29.25
18	29.28
19	29.2
20	29.15
21	29.1
22	29.05
23	29.03
24	29.03
25	29.03
26	29.05
27	29.08
28	29.1
29	29.08
30	29.1
31	29.1
32	29.13
33	29.15
34	29.2
35	29.15
36	29.2
37	29.23
38	29.25
39	29.25
40	29.25
41	29.28
42	29.2
43	29.08
44	29.08
45	29.03
46	28.98
47	28.95
48	28.95
1	28.93
2	28.9
3	28.88
4	28.88
5	28.93
6	28.95
7	28.98
8	28.95
9	29.08
10	29.13
11	29.2
12	29.25
13	29.28
14	29.3
15	29.33
16	29.33
17	29.33
18	29.35
19	29.35
20	29.33
21	29.28
22	29.23
23	29.28
24	29.28
25	29.33
26	29.3
27	29.3
28	29.23
